,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-31.0,1.0,55.0,1644846415.46875,P08,D10,1,1,1
1,-32.0,1.0,54.0,1644846415.5,P08,D10,1,1,1
2,-31.0,1.0,55.0,1644846415.53125,P08,D10,1,1,1
3,-31.0,1.0,55.0,1644846415.5625,P08,D10,1,1,1
4,-32.0,2.0,55.0,1644846415.59375,P08,D10,1,1,1
5,-31.0,1.0,55.0,1644846415.625,P08,D10,1,1,1
6,-31.0,1.0,55.0,1644846415.65625,P08,D10,1,1,1
7,-31.0,1.0,55.0,1644846415.6875,P08,D10,1,1,1
8,-31.0,2.0,55.0,1644846415.71875,P08,D10,1,1,1
9,-32.0,1.0,54.0,1644846415.75,P08,D10,1,1,1
10,-32.0,1.0,55.0,1644846415.78125,P08,D10,1,1,1
11,-30.0,1.0,55.0,1644846415.8125,P08,D10,1,1,1
12,-31.0,1.0,55.0,1644846415.84375,P08,D10,1,1,1
13,-32.0,1.0,55.0,1644846415.875,P08,D10,1,1,1
14,-31.0,2.0,55.0,1644846415.90625,P08,D10,1,1,1
15,-31.0,2.0,55.0,1644846415.9375,P08,D10,1,1,1
16,-31.0,2.0,55.0,1644846415.96875,P08,D10,1,1,1
17,-31.0,2.0,55.0,1644846416.0,P08,D10,1,1,1
18,-32.0,1.0,55.0,1644846416.03125,P08,D10,1,1,1
19,-31.0,2.0,55.0,1644846416.0625,P08,D10,1,1,1
20,-32.0,2.0,55.0,1644846416.09375,P08,D10,1,1,1
21,-32.0,2.0,55.0,1644846416.125,P08,D10,1,1,1
22,-31.0,2.0,55.0,1644846416.15625,P08,D10,1,1,1
23,-31.0,1.0,55.0,1644846416.1875,P08,D10,1,1,1
24,-32.0,2.0,55.0,1644846416.21875,P08,D10,1,1,1
25,-32.0,2.0,55.0,1644846416.25,P08,D10,1,1,1
26,-31.0,2.0,55.0,1644846416.28125,P08,D10,1,1,1
27,-31.0,2.0,55.0,1644846416.3125,P08,D10,1,1,1
28,-31.0,2.0,55.0,1644846416.34375,P08,D10,1,1,1
29,-31.0,2.0,55.0,1644846416.375,P08,D10,1,1,1
30,-31.0,1.0,55.0,1644846416.40625,P08,D10,1,1,1
31,-31.0,2.0,55.0,1644846416.4375,P08,D10,1,1,1
32,-31.0,2.0,55.0,1644846416.46875,P08,D10,1,1,1
33,-31.0,2.0,55.0,1644846416.5,P08,D10,1,1,1
34,-32.0,1.0,54.0,1644846416.53125,P08,D10,1,1,1
35,-32.0,2.0,55.0,1644846416.5625,P08,D10,1,1,1
36,-32.0,2.0,55.0,1644846416.59375,P08,D10,1,1,1
37,-32.0,2.0,55.0,1644846416.625,P08,D10,1,1,1
38,-31.0,2.0,55.0,1644846416.65625,P08,D10,1,1,1
39,-31.0,2.0,55.0,1644846416.6875,P08,D10,1,1,1
40,-31.0,1.0,55.0,1644846416.71875,P08,D10,1,1,1
41,-32.0,1.0,55.0,1644846416.75,P08,D10,1,1,1
42,-31.0,1.0,55.0,1644846416.78125,P08,D10,1,1,1
43,-31.0,2.0,55.0,1644846416.8125,P08,D10,1,1,1
44,-32.0,1.0,54.0,1644846416.84375,P08,D10,1,1,1
45,-31.0,1.0,55.0,1644846416.875,P08,D10,1,1,1
46,-32.0,2.0,54.0,1644846416.90625,P08,D10,1,1,1
47,-32.0,2.0,54.0,1644846416.9375,P08,D10,1,1,1
48,-32.0,1.0,54.0,1644846416.96875,P08,D10,1,1,1
49,-32.0,1.0,55.0,1644846417.0,P08,D10,1,1,1
50,-32.0,2.0,55.0,1644846417.03125,P08,D10,1,1,1
51,-32.0,2.0,55.0,1644846417.0625,P08,D10,1,1,1
52,-32.0,1.0,54.0,1644846417.09375,P08,D10,1,1,1
53,-32.0,1.0,54.0,1644846417.125,P08,D10,1,1,1
54,-31.0,1.0,54.0,1644846417.15625,P08,D10,1,1,1
55,-32.0,1.0,54.0,1644846417.1875,P08,D10,1,1,1
56,-33.0,1.0,54.0,1644846417.21875,P08,D10,1,1,1
57,-34.0,1.0,53.0,1644846417.25,P08,D10,1,1,1
58,-33.0,1.0,54.0,1644846417.28125,P08,D10,1,1,1
59,-33.0,1.0,54.0,1644846417.3125,P08,D10,1,1,1
60,-34.0,1.0,53.0,1644846417.34375,P08,D10,1,1,1
61,-34.0,1.0,53.0,1644846417.375,P08,D10,1,1,1
62,-34.0,1.0,53.0,1644846417.40625,P08,D10,1,1,1
63,-34.0,1.0,54.0,1644846417.4375,P08,D10,1,1,1
64,-34.0,0.0,53.0,1644846417.46875,P08,D10,1,1,1
65,-33.0,0.0,54.0,1644846417.5,P08,D10,1,1,1
66,-34.0,0.0,53.0,1644846417.53125,P08,D10,1,1,1
67,-34.0,1.0,54.0,1644846417.5625,P08,D10,1,1,1
68,-34.0,0.0,54.0,1644846417.59375,P08,D10,1,1,1
69,-34.0,1.0,53.0,1644846417.625,P08,D10,1,1,1
70,-33.0,1.0,54.0,1644846417.65625,P08,D10,1,1,1
71,-34.0,1.0,54.0,1644846417.6875,P08,D10,1,1,1
72,-33.0,1.0,54.0,1644846417.71875,P08,D10,1,1,1
73,-33.0,0.0,54.0,1644846417.75,P08,D10,1,1,1
74,-33.0,0.0,54.0,1644846417.78125,P08,D10,1,1,1
75,-33.0,0.0,53.0,1644846417.8125,P08,D10,1,1,1
76,-34.0,0.0,54.0,1644846417.84375,P08,D10,1,1,1
77,-34.0,0.0,54.0,1644846417.875,P08,D10,1,1,1
78,-34.0,1.0,54.0,1644846417.90625,P08,D10,1,1,1
79,-34.0,1.0,54.0,1644846417.9375,P08,D10,1,1,1
80,-34.0,1.0,54.0,1644846417.96875,P08,D10,1,1,1
81,-34.0,1.0,53.0,1644846418.0,P08,D10,1,1,1
82,-33.0,0.0,54.0,1644846418.03125,P08,D10,1,1,1
83,-34.0,0.0,54.0,1644846418.0625,P08,D10,1,1,1
84,-34.0,1.0,53.0,1644846418.09375,P08,D10,1,1,1
85,-34.0,1.0,54.0,1644846418.125,P08,D10,1,1,1
86,-34.0,0.0,53.0,1644846418.15625,P08,D10,1,1,1
87,-34.0,0.0,53.0,1644846418.1875,P08,D10,1,1,1
88,-34.0,0.0,53.0,1644846418.21875,P08,D10,1,1,1
89,-34.0,0.0,53.0,1644846418.25,P08,D10,1,1,1
90,-34.0,0.0,53.0,1644846418.28125,P08,D10,1,1,1
91,-34.0,0.0,53.0,1644846418.3125,P08,D10,1,1,1
92,-34.0,1.0,54.0,1644846418.34375,P08,D10,1,1,1
93,-34.0,1.0,53.0,1644846418.375,P08,D10,1,1,1
94,-34.0,0.0,53.0,1644846418.40625,P08,D10,1,1,1
95,-34.0,1.0,53.0,1644846418.4375,P08,D10,1,1,1
96,-34.0,0.0,53.0,1644846418.46875,P08,D10,1,1,1
97,-34.0,0.0,54.0,1644846418.5,P08,D10,1,1,1
98,-34.0,0.0,53.0,1644846418.53125,P08,D10,1,1,1
99,-34.0,1.0,53.0,1644846418.5625,P08,D10,1,1,1
100,-34.0,1.0,53.0,1644846418.59375,P08,D10,1,1,1
101,-34.0,1.0,53.0,1644846418.625,P08,D10,1,1,1
102,-34.0,1.0,53.0,1644846418.65625,P08,D10,1,1,1
103,-34.0,0.0,53.0,1644846418.6875,P08,D10,1,1,1
104,-34.0,0.0,54.0,1644846418.71875,P08,D10,1,1,1
105,-34.0,0.0,53.0,1644846418.75,P08,D10,1,1,1
106,-34.0,0.0,53.0,1644846418.78125,P08,D10,1,1,1
107,-34.0,0.0,53.0,1644846418.8125,P08,D10,1,1,1
108,-34.0,0.0,53.0,1644846418.84375,P08,D10,1,1,1
109,-34.0,0.0,53.0,1644846418.875,P08,D10,1,1,1
110,-34.0,1.0,53.0,1644846418.90625,P08,D10,1,1,1
111,-34.0,0.0,53.0,1644846418.9375,P08,D10,1,1,1
112,-34.0,0.0,53.0,1644846418.96875,P08,D10,1,1,1
113,-34.0,1.0,53.0,1644846419.0,P08,D10,1,1,1
114,-34.0,0.0,53.0,1644846419.03125,P08,D10,1,1,1
115,-34.0,0.0,53.0,1644846419.0625,P08,D10,1,1,1
116,-34.0,0.0,53.0,1644846419.09375,P08,D10,1,1,1
117,-34.0,0.0,54.0,1644846419.125,P08,D10,1,1,1
118,-34.0,1.0,53.0,1644846419.15625,P08,D10,1,1,1
119,-34.0,0.0,53.0,1644846419.1875,P08,D10,1,1,1
120,-34.0,0.0,53.0,1644846419.21875,P08,D10,1,1,1
121,-34.0,0.0,53.0,1644846419.25,P08,D10,1,1,1
122,-34.0,0.0,54.0,1644846419.28125,P08,D10,1,1,1
123,-34.0,0.0,54.0,1644846419.3125,P08,D10,1,1,1
124,-34.0,1.0,53.0,1644846419.34375,P08,D10,1,1,1
125,-34.0,0.0,53.0,1644846419.375,P08,D10,1,1,1
126,-34.0,1.0,53.0,1644846419.40625,P08,D10,1,1,1
127,-34.0,0.0,53.0,1644846419.4375,P08,D10,1,1,1
128,-34.0,0.0,53.0,1644846419.46875,P08,D10,1,1,1
129,-34.0,0.0,53.0,1644846419.5,P08,D10,1,1,1
130,-34.0,0.0,53.0,1644846419.53125,P08,D10,1,1,1
131,-34.0,0.0,53.0,1644846419.5625,P08,D10,1,1,1
132,-34.0,1.0,53.0,1644846419.59375,P08,D10,1,1,1
133,-34.0,1.0,53.0,1644846419.625,P08,D10,1,1,1
134,-34.0,0.0,53.0,1644846419.65625,P08,D10,1,1,1
135,-34.0,0.0,53.0,1644846419.6875,P08,D10,1,1,1
136,-34.0,1.0,53.0,1644846419.71875,P08,D10,1,1,1
137,-34.0,1.0,53.0,1644846419.75,P08,D10,1,1,1
138,-34.0,1.0,53.0,1644846419.78125,P08,D10,1,1,1
139,-34.0,1.0,53.0,1644846419.8125,P08,D10,1,1,1
140,-34.0,0.0,53.0,1644846419.84375,P08,D10,1,1,1
141,-34.0,0.0,53.0,1644846419.875,P08,D10,1,1,1
142,-34.0,1.0,53.0,1644846419.90625,P08,D10,1,1,1
143,-34.0,0.0,53.0,1644846419.9375,P08,D10,1,1,1
144,-34.0,0.0,54.0,1644846419.96875,P08,D10,1,1,1
145,-34.0,0.0,53.0,1644846420.0,P08,D10,1,1,1
146,-34.0,0.0,53.0,1644846420.03125,P08,D10,1,1,1
147,-34.0,0.0,53.0,1644846420.0625,P08,D10,1,1,1
148,-34.0,0.0,53.0,1644846420.09375,P08,D10,1,1,1
149,-34.0,0.0,53.0,1644846420.125,P08,D10,1,1,1
150,-35.0,1.0,53.0,1644846420.15625,P08,D10,1,1,1
151,-34.0,1.0,53.0,1644846420.1875,P08,D10,1,1,1
152,-34.0,1.0,53.0,1644846420.21875,P08,D10,1,1,1
153,-34.0,0.0,53.0,1644846420.25,P08,D10,1,1,1
154,-33.0,0.0,54.0,1644846420.28125,P08,D10,1,1,1
