,data,timestamp,participant,document,val,arou,eng
0,133.58,1644585142.0,P03,D05,1,1,1
1,133.83,1644585143.0,P03,D05,1,1,1
2,134.08,1644585144.0,P03,D05,1,1,1
3,134.3,1644585145.0,P03,D05,1,1,1
4,134.53,1644585146.0,P03,D05,1,1,1
5,134.73,1644585147.0,P03,D05,1,1,1
6,134.92,1644585148.0,P03,D05,1,1,1
7,135.07,1644585149.0,P03,D05,1,1,1
8,135.2,1644585150.0,P03,D05,1,1,1
9,135.32,1644585151.0,P03,D05,1,1,1
10,135.47,1644585152.0,P03,D05,1,1,1
11,135.6,1644585153.0,P03,D05,1,1,1
12,135.78,1644585154.0,P03,D05,1,1,1
13,135.92,1644585155.0,P03,D05,1,1,1
14,135.78,1644585156.0,P03,D05,1,1,1
15,135.42,1644585157.0,P03,D05,1,1,1
16,135.08,1644585158.0,P03,D05,1,1,1
17,134.68,1644585159.0,P03,D05,1,1,1
18,134.28,1644585160.0,P03,D05,1,1,1
19,133.97,1644585161.0,P03,D05,1,1,1
20,133.68,1644585162.0,P03,D05,1,1,1
21,133.45,1644585163.0,P03,D05,1,1,1
22,133.23,1644585164.0,P03,D05,1,1,1
23,133.03,1644585165.0,P03,D05,1,1,1
24,132.77,1644585166.0,P03,D05,1,1,1
25,132.43,1644585167.0,P03,D05,1,1,1
26,132.07,1644585168.0,P03,D05,1,1,1
27,131.73,1644585169.0,P03,D05,1,1,1
28,131.4,1644585170.0,P03,D05,1,1,1
29,131.22,1644585171.0,P03,D05,1,1,1
30,131.05,1644585172.0,P03,D05,1,1,1
31,130.92,1644585173.0,P03,D05,1,1,1
32,130.77,1644585174.0,P03,D05,1,1,1
33,130.67,1644585175.0,P03,D05,1,1,1
34,130.57,1644585176.0,P03,D05,1,1,1
35,130.53,1644585177.0,P03,D05,1,1,1
36,130.55,1644585178.0,P03,D05,1,1,1
37,130.6,1644585179.0,P03,D05,1,1,1
38,130.72,1644585180.0,P03,D05,1,1,1
39,130.82,1644585181.0,P03,D05,1,1,1
40,131.02,1644585182.0,P03,D05,1,1,1
41,131.22,1644585183.0,P03,D05,1,1,1
42,131.37,1644585184.0,P03,D05,1,1,1
43,131.53,1644585185.0,P03,D05,1,1,1
44,131.72,1644585186.0,P03,D05,1,1,1
45,131.9,1644585187.0,P03,D05,1,1,1
46,132.12,1644585188.0,P03,D05,1,1,1
47,132.3,1644585189.0,P03,D05,1,1,1
48,132.38,1644585190.0,P03,D05,1,1,1
49,132.5,1644585191.0,P03,D05,1,1,1
50,132.65,1644585192.0,P03,D05,1,1,1
51,132.85,1644585193.0,P03,D05,1,1,1
52,133.05,1644585194.0,P03,D05,1,1,1
53,133.25,1644585195.0,P03,D05,1,1,1
54,133.48,1644585196.0,P03,D05,1,1,1
55,133.7,1644585197.0,P03,D05,1,1,1
56,133.92,1644585198.0,P03,D05,1,1,1
57,134.17,1644585199.0,P03,D05,1,1,1
58,134.43,1644585200.0,P03,D05,1,1,1
59,134.65,1644585201.0,P03,D05,1,1,1
60,134.92,1644585202.0,P03,D05,1,1,1
61,135.17,1644585203.0,P03,D05,1,1,1
62,135.38,1644585204.0,P03,D05,1,1,1
63,135.65,1644585205.0,P03,D05,1,1,1
64,135.92,1644585206.0,P03,D05,1,1,1
65,136.22,1644585207.0,P03,D05,1,1,1
66,136.52,1644585208.0,P03,D05,1,1,1
67,136.87,1644585209.0,P03,D05,1,1,1
68,137.27,1644585210.0,P03,D05,1,1,1
69,137.67,1644585211.0,P03,D05,1,1,1
70,138.13,1644585212.0,P03,D05,1,1,1
71,138.63,1644585213.0,P03,D05,1,1,1
72,139.1,1644585214.0,P03,D05,1,1,1
73,139.62,1644585215.0,P03,D05,1,1,1
74,140.17,1644585216.0,P03,D05,1,1,1
75,140.47,1644585217.0,P03,D05,1,1,1
76,140.68,1644585218.0,P03,D05,1,1,1
77,140.9,1644585219.0,P03,D05,1,1,1
78,141.0,1644585220.0,P03,D05,1,1,1
79,140.85,1644585221.0,P03,D05,1,1,1
80,140.7,1644585222.0,P03,D05,1,1,1
81,140.52,1644585223.0,P03,D05,1,1,1
82,140.3,1644585224.0,P03,D05,1,1,1
83,140.12,1644585225.0,P03,D05,1,1,1
84,140.02,1644585226.0,P03,D05,1,1,1
85,139.93,1644585227.0,P03,D05,1,1,1
86,139.85,1644585228.0,P03,D05,1,1,1
87,139.67,1644585229.0,P03,D05,1,1,1
88,139.48,1644585230.0,P03,D05,1,1,1
89,139.15,1644585231.0,P03,D05,1,1,1
90,138.82,1644585232.0,P03,D05,1,1,1
91,138.45,1644585233.0,P03,D05,1,1,1
92,138.05,1644585234.0,P03,D05,1,1,1
93,137.62,1644585235.0,P03,D05,1,1,1
94,137.2,1644585236.0,P03,D05,1,1,1
95,136.78,1644585237.0,P03,D05,1,1,1
96,136.37,1644585238.0,P03,D05,1,1,1
97,135.92,1644585239.0,P03,D05,1,1,1
98,135.57,1644585240.0,P03,D05,1,1,1
99,135.22,1644585241.0,P03,D05,1,1,1
100,134.82,1644585242.0,P03,D05,1,1,1
101,134.37,1644585243.0,P03,D05,1,1,1
102,133.97,1644585244.0,P03,D05,1,1,1
103,133.53,1644585245.0,P03,D05,1,1,1
104,133.12,1644585246.0,P03,D05,1,1,1
105,132.73,1644585247.0,P03,D05,1,1,1
106,132.37,1644585248.0,P03,D05,1,1,1
107,132.02,1644585249.0,P03,D05,1,1,1
108,131.92,1644585250.0,P03,D05,1,1,1
109,131.9,1644585251.0,P03,D05,1,1,1
