,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-54.0,31.0,19.0,1644583348.125,P02,D12,1,1,1
1,-54.0,32.0,18.0,1644583348.15625,P02,D12,1,1,1
2,-53.0,31.0,19.0,1644583348.1875,P02,D12,1,1,1
3,-51.0,31.0,20.0,1644583348.21875,P02,D12,1,1,1
4,-52.0,31.0,20.0,1644583348.25,P02,D12,1,1,1
5,-53.0,31.0,19.0,1644583348.28125,P02,D12,1,1,1
6,-54.0,31.0,21.0,1644583348.3125,P02,D12,1,1,1
7,-53.0,31.0,21.0,1644583348.34375,P02,D12,1,1,1
8,-54.0,29.0,19.0,1644583348.375,P02,D12,1,1,1
9,-54.0,29.0,18.0,1644583348.40625,P02,D12,1,1,1
10,-54.0,30.0,19.0,1644583348.4375,P02,D12,1,1,1
11,-55.0,30.0,19.0,1644583348.46875,P02,D12,1,1,1
12,-53.0,31.0,18.0,1644583348.5,P02,D12,1,1,1
13,-51.0,32.0,19.0,1644583348.53125,P02,D12,1,1,1
14,-52.0,34.0,20.0,1644583348.5625,P02,D12,1,1,1
15,-53.0,34.0,20.0,1644583348.59375,P02,D12,1,1,1
16,-52.0,32.0,19.0,1644583348.625,P02,D12,1,1,1
17,-53.0,30.0,20.0,1644583348.65625,P02,D12,1,1,1
18,-54.0,30.0,20.0,1644583348.6875,P02,D12,1,1,1
19,-55.0,31.0,19.0,1644583348.71875,P02,D12,1,1,1
20,-54.0,31.0,19.0,1644583348.75,P02,D12,1,1,1
21,-52.0,30.0,19.0,1644583348.78125,P02,D12,1,1,1
22,-54.0,31.0,19.0,1644583348.8125,P02,D12,1,1,1
23,-55.0,30.0,19.0,1644583348.84375,P02,D12,1,1,1
24,-52.0,30.0,19.0,1644583348.875,P02,D12,1,1,1
25,-52.0,30.0,18.0,1644583348.90625,P02,D12,1,1,1
26,-54.0,33.0,18.0,1644583348.9375,P02,D12,1,1,1
27,-53.0,33.0,19.0,1644583348.96875,P02,D12,1,1,1
28,-50.0,32.0,21.0,1644583349.0,P02,D12,1,1,1
29,-51.0,32.0,21.0,1644583349.03125,P02,D12,1,1,1
30,-54.0,31.0,19.0,1644583349.0625,P02,D12,1,1,1
31,-54.0,31.0,18.0,1644583349.09375,P02,D12,1,1,1
32,-57.0,29.0,17.0,1644583349.125,P02,D12,1,1,1
33,-53.0,29.0,19.0,1644583349.15625,P02,D12,1,1,1
34,-51.0,31.0,21.0,1644583349.1875,P02,D12,1,1,1
35,-55.0,32.0,18.0,1644583349.21875,P02,D12,1,1,1
36,-54.0,32.0,18.0,1644583349.25,P02,D12,1,1,1
37,-52.0,32.0,19.0,1644583349.28125,P02,D12,1,1,1
38,-52.0,32.0,19.0,1644583349.3125,P02,D12,1,1,1
39,-54.0,32.0,18.0,1644583349.34375,P02,D12,1,1,1
40,-54.0,31.0,18.0,1644583349.375,P02,D12,1,1,1
41,-54.0,30.0,18.0,1644583349.40625,P02,D12,1,1,1
42,-55.0,30.0,18.0,1644583349.4375,P02,D12,1,1,1
