,data,timestamp,participant,document,val,arou,eng
0,27.51,1644583404.5,P02,D13,1,1,0
1,27.51,1644583404.75,P02,D13,1,1,0
2,27.51,1644583405.0,P02,D13,1,1,0
3,27.51,1644583405.25,P02,D13,1,1,0
4,27.51,1644583405.5,P02,D13,1,1,0
5,27.51,1644583405.75,P02,D13,1,1,0
6,27.51,1644583406.0,P02,D13,1,1,0
7,27.51,1644583406.25,P02,D13,1,1,0
8,27.51,1644583406.5,P02,D13,1,1,0
9,27.51,1644583406.75,P02,D13,1,1,0
10,27.49,1644583407.0,P02,D13,1,1,0
11,27.49,1644583407.25,P02,D13,1,1,0
12,27.49,1644583407.5,P02,D13,1,1,0
13,27.49,1644583407.75,P02,D13,1,1,0
14,27.51,1644583408.0,P02,D13,1,1,0
15,27.51,1644583408.25,P02,D13,1,1,0
16,27.51,1644583408.5,P02,D13,1,1,0
17,27.51,1644583408.75,P02,D13,1,1,0
18,27.49,1644583409.0,P02,D13,1,1,0
19,27.49,1644583409.25,P02,D13,1,1,0
20,27.49,1644583409.5,P02,D13,1,1,0
21,27.49,1644583409.75,P02,D13,1,1,0
22,27.51,1644583410.0,P02,D13,1,1,0
23,27.51,1644583410.25,P02,D13,1,1,0
24,27.51,1644583410.5,P02,D13,1,1,0
25,27.51,1644583410.75,P02,D13,1,1,0
26,27.51,1644583411.0,P02,D13,1,1,0
27,27.51,1644583411.25,P02,D13,1,1,0
28,27.51,1644583411.5,P02,D13,1,1,0
29,27.51,1644583411.75,P02,D13,1,1,0
30,27.51,1644583412.0,P02,D13,1,1,0
31,27.51,1644583412.25,P02,D13,1,1,0
32,27.51,1644583412.5,P02,D13,1,1,0
33,27.51,1644583412.75,P02,D13,1,1,0
34,27.53,1644583413.0,P02,D13,1,1,0
35,27.53,1644583413.25,P02,D13,1,1,0
36,27.53,1644583413.5,P02,D13,1,1,0
37,27.53,1644583413.75,P02,D13,1,1,0
38,27.51,1644583414.0,P02,D13,1,1,0
39,27.51,1644583414.25,P02,D13,1,1,0
40,27.51,1644583414.5,P02,D13,1,1,0
41,27.51,1644583414.75,P02,D13,1,1,0
42,27.49,1644583415.0,P02,D13,1,1,0
43,27.49,1644583415.25,P02,D13,1,1,0
44,27.49,1644583415.5,P02,D13,1,1,0
45,27.49,1644583415.75,P02,D13,1,1,0
46,27.51,1644583416.0,P02,D13,1,1,0
47,27.51,1644583416.25,P02,D13,1,1,0
48,27.51,1644583416.5,P02,D13,1,1,0
49,27.51,1644583416.75,P02,D13,1,1,0
50,27.51,1644583417.0,P02,D13,1,1,0
51,27.51,1644583417.25,P02,D13,1,1,0
52,27.51,1644583417.5,P02,D13,1,1,0
53,27.51,1644583417.75,P02,D13,1,1,0
54,27.51,1644583418.0,P02,D13,1,1,0
55,27.51,1644583418.25,P02,D13,1,1,0
56,27.51,1644583418.5,P02,D13,1,1,0
57,27.51,1644583418.75,P02,D13,1,1,0
58,27.49,1644583419.0,P02,D13,1,1,0
59,27.49,1644583419.25,P02,D13,1,1,0
60,27.49,1644583419.5,P02,D13,1,1,0
61,27.49,1644583419.75,P02,D13,1,1,0
62,27.53,1644583420.0,P02,D13,1,1,0
63,27.53,1644583420.25,P02,D13,1,1,0
64,27.53,1644583420.5,P02,D13,1,1,0
65,27.53,1644583420.75,P02,D13,1,1,0
66,27.53,1644583421.0,P02,D13,1,1,0
67,27.53,1644583421.25,P02,D13,1,1,0
68,27.53,1644583421.5,P02,D13,1,1,0
69,27.53,1644583421.75,P02,D13,1,1,0
70,27.53,1644583422.0,P02,D13,1,1,0
71,27.53,1644583422.25,P02,D13,1,1,0
72,27.53,1644583422.5,P02,D13,1,1,0
73,27.53,1644583422.75,P02,D13,1,1,0
74,27.51,1644583423.0,P02,D13,1,1,0
75,27.51,1644583423.25,P02,D13,1,1,0
76,27.51,1644583423.5,P02,D13,1,1,0
77,27.51,1644583423.75,P02,D13,1,1,0
78,27.51,1644583424.0,P02,D13,1,1,0
79,27.51,1644583424.25,P02,D13,1,1,0
80,27.51,1644583424.5,P02,D13,1,1,0
81,27.51,1644583424.75,P02,D13,1,1,0
82,27.53,1644583425.0,P02,D13,1,1,0
