,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-60.0,-18.0,18.0,1645105700.0625,P11,D08,1,1,1
1,-59.0,-17.0,18.0,1645105700.09375,P11,D08,1,1,1
2,-59.0,-17.0,18.0,1645105700.125,P11,D08,1,1,1
3,-59.0,-17.0,18.0,1645105700.15625,P11,D08,1,1,1
4,-60.0,-17.0,18.0,1645105700.1875,P11,D08,1,1,1
5,-60.0,-17.0,18.0,1645105700.21875,P11,D08,1,1,1
6,-59.0,-18.0,18.0,1645105700.25,P11,D08,1,1,1
7,-59.0,-17.0,18.0,1645105700.28125,P11,D08,1,1,1
8,-59.0,-17.0,18.0,1645105700.3125,P11,D08,1,1,1
9,-59.0,-17.0,18.0,1645105700.34375,P11,D08,1,1,1
10,-59.0,-17.0,18.0,1645105700.375,P11,D08,1,1,1
11,-59.0,-17.0,18.0,1645105700.40625,P11,D08,1,1,1
12,-60.0,-17.0,18.0,1645105700.4375,P11,D08,1,1,1
13,-60.0,-17.0,18.0,1645105700.46875,P11,D08,1,1,1
14,-60.0,-17.0,18.0,1645105700.5,P11,D08,1,1,1
15,-59.0,-17.0,18.0,1645105700.53125,P11,D08,1,1,1
16,-59.0,-17.0,18.0,1645105700.5625,P11,D08,1,1,1
17,-59.0,-17.0,18.0,1645105700.59375,P11,D08,1,1,1
18,-60.0,-17.0,18.0,1645105700.625,P11,D08,1,1,1
19,-59.0,-18.0,18.0,1645105700.65625,P11,D08,1,1,1
20,-59.0,-17.0,18.0,1645105700.6875,P11,D08,1,1,1
21,-60.0,-17.0,18.0,1645105700.71875,P11,D08,1,1,1
22,-60.0,-18.0,18.0,1645105700.75,P11,D08,1,1,1
23,-59.0,-17.0,18.0,1645105700.78125,P11,D08,1,1,1
24,-59.0,-17.0,18.0,1645105700.8125,P11,D08,1,1,1
25,-59.0,-18.0,18.0,1645105700.84375,P11,D08,1,1,1
26,-59.0,-17.0,18.0,1645105700.875,P11,D08,1,1,1
27,-60.0,-17.0,18.0,1645105700.90625,P11,D08,1,1,1
28,-60.0,-17.0,18.0,1645105700.9375,P11,D08,1,1,1
29,-59.0,-17.0,18.0,1645105700.96875,P11,D08,1,1,1
30,-59.0,-17.0,18.0,1645105701.0,P11,D08,1,1,1
31,-59.0,-17.0,18.0,1645105701.03125,P11,D08,1,1,1
32,-60.0,-17.0,18.0,1645105701.0625,P11,D08,1,1,1
33,-60.0,-17.0,18.0,1645105701.09375,P11,D08,1,1,1
34,-60.0,-18.0,18.0,1645105701.125,P11,D08,1,1,1
35,-60.0,-18.0,18.0,1645105701.15625,P11,D08,1,1,1
36,-60.0,-18.0,18.0,1645105701.1875,P11,D08,1,1,1
37,-60.0,-17.0,18.0,1645105701.21875,P11,D08,1,1,1
38,-60.0,-17.0,18.0,1645105701.25,P11,D08,1,1,1
39,-59.0,-17.0,18.0,1645105701.28125,P11,D08,1,1,1
40,-59.0,-17.0,18.0,1645105701.3125,P11,D08,1,1,1
41,-59.0,-18.0,18.0,1645105701.34375,P11,D08,1,1,1
42,-59.0,-17.0,18.0,1645105701.375,P11,D08,1,1,1
43,-60.0,-17.0,18.0,1645105701.40625,P11,D08,1,1,1
44,-59.0,-17.0,18.0,1645105701.4375,P11,D08,1,1,1
45,-59.0,-17.0,18.0,1645105701.46875,P11,D08,1,1,1
46,-59.0,-17.0,18.0,1645105701.5,P11,D08,1,1,1
47,-59.0,-18.0,19.0,1645105701.53125,P11,D08,1,1,1
48,-59.0,-17.0,19.0,1645105701.5625,P11,D08,1,1,1
49,-59.0,-17.0,18.0,1645105701.59375,P11,D08,1,1,1
50,-59.0,-17.0,19.0,1645105701.625,P11,D08,1,1,1
51,-59.0,-17.0,18.0,1645105701.65625,P11,D08,1,1,1
52,-60.0,-17.0,18.0,1645105701.6875,P11,D08,1,1,1
53,-59.0,-18.0,18.0,1645105701.71875,P11,D08,1,1,1
54,-59.0,-18.0,19.0,1645105701.75,P11,D08,1,1,1
55,-59.0,-17.0,18.0,1645105701.78125,P11,D08,1,1,1
56,-59.0,-17.0,18.0,1645105701.8125,P11,D08,1,1,1
57,-59.0,-17.0,19.0,1645105701.84375,P11,D08,1,1,1
58,-59.0,-17.0,18.0,1645105701.875,P11,D08,1,1,1
59,-59.0,-17.0,19.0,1645105701.90625,P11,D08,1,1,1
60,-59.0,-17.0,19.0,1645105701.9375,P11,D08,1,1,1
61,-59.0,-17.0,19.0,1645105701.96875,P11,D08,1,1,1
62,-60.0,-17.0,18.0,1645105702.0,P11,D08,1,1,1
63,-59.0,-17.0,19.0,1645105702.03125,P11,D08,1,1,1
64,-58.0,-17.0,19.0,1645105702.0625,P11,D08,1,1,1
