,data,timestamp,participant,document,val,arou,eng
0,27.67,1645105536.75,P11,D07,0,0,1
1,27.67,1645105537.0,P11,D07,0,0,1
2,27.67,1645105537.25,P11,D07,0,0,1
3,27.67,1645105537.5,P11,D07,0,0,1
4,27.67,1645105537.75,P11,D07,0,0,1
5,27.65,1645105538.0,P11,D07,0,0,1
6,27.65,1645105538.25,P11,D07,0,0,1
7,27.65,1645105538.5,P11,D07,0,0,1
8,27.65,1645105538.75,P11,D07,0,0,1
9,27.67,1645105539.0,P11,D07,0,0,1
10,27.67,1645105539.25,P11,D07,0,0,1
11,27.67,1645105539.5,P11,D07,0,0,1
12,27.67,1645105539.75,P11,D07,0,0,1
13,27.65,1645105540.0,P11,D07,0,0,1
14,27.65,1645105540.25,P11,D07,0,0,1
15,27.65,1645105540.5,P11,D07,0,0,1
16,27.65,1645105540.75,P11,D07,0,0,1
17,27.65,1645105541.0,P11,D07,0,0,1
18,27.65,1645105541.25,P11,D07,0,0,1
19,27.65,1645105541.5,P11,D07,0,0,1
20,27.65,1645105541.75,P11,D07,0,0,1
21,27.67,1645105542.0,P11,D07,0,0,1
22,27.67,1645105542.25,P11,D07,0,0,1
23,27.67,1645105542.5,P11,D07,0,0,1
24,27.67,1645105542.75,P11,D07,0,0,1
25,27.65,1645105543.0,P11,D07,0,0,1
26,27.65,1645105543.25,P11,D07,0,0,1
27,27.65,1645105543.5,P11,D07,0,0,1
28,27.65,1645105543.75,P11,D07,0,0,1
29,27.67,1645105544.0,P11,D07,0,0,1
30,27.67,1645105544.25,P11,D07,0,0,1
31,27.67,1645105544.5,P11,D07,0,0,1
32,27.67,1645105544.75,P11,D07,0,0,1
33,27.69,1645105545.0,P11,D07,0,0,1
34,27.69,1645105545.25,P11,D07,0,0,1
35,27.69,1645105545.5,P11,D07,0,0,1
36,27.69,1645105545.75,P11,D07,0,0,1
37,27.69,1645105546.0,P11,D07,0,0,1
38,27.69,1645105546.25,P11,D07,0,0,1
39,27.69,1645105546.5,P11,D07,0,0,1
40,27.69,1645105546.75,P11,D07,0,0,1
41,27.67,1645105547.0,P11,D07,0,0,1
42,27.67,1645105547.25,P11,D07,0,0,1
43,27.67,1645105547.5,P11,D07,0,0,1
44,27.67,1645105547.75,P11,D07,0,0,1
45,27.67,1645105548.0,P11,D07,0,0,1
46,27.67,1645105548.25,P11,D07,0,0,1
47,27.67,1645105548.5,P11,D07,0,0,1
48,27.67,1645105548.75,P11,D07,0,0,1
49,27.67,1645105549.0,P11,D07,0,0,1
50,27.67,1645105549.25,P11,D07,0,0,1
51,27.67,1645105549.5,P11,D07,0,0,1
52,27.67,1645105549.75,P11,D07,0,0,1
53,27.67,1645105550.0,P11,D07,0,0,1
54,27.67,1645105550.25,P11,D07,0,0,1
55,27.67,1645105550.5,P11,D07,0,0,1
56,27.67,1645105550.75,P11,D07,0,0,1
57,27.65,1645105551.0,P11,D07,0,0,1
58,27.65,1645105551.25,P11,D07,0,0,1
59,27.65,1645105551.5,P11,D07,0,0,1
60,27.65,1645105551.75,P11,D07,0,0,1
61,27.69,1645105552.0,P11,D07,0,0,1
62,27.69,1645105552.25,P11,D07,0,0,1
63,27.69,1645105552.5,P11,D07,0,0,1
64,27.69,1645105552.75,P11,D07,0,0,1
