,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-33.0,-38.0,39.0,1645105536.65625,P11,D07,0,0,1
1,-33.0,-38.0,39.0,1645105536.6875,P11,D07,0,0,1
2,-33.0,-38.0,39.0,1645105536.71875,P11,D07,0,0,1
3,-33.0,-38.0,39.0,1645105536.75,P11,D07,0,0,1
4,-33.0,-38.0,39.0,1645105536.78125,P11,D07,0,0,1
5,-33.0,-38.0,39.0,1645105536.8125,P11,D07,0,0,1
6,-33.0,-38.0,39.0,1645105536.84375,P11,D07,0,0,1
7,-33.0,-38.0,39.0,1645105536.875,P11,D07,0,0,1
8,-33.0,-38.0,39.0,1645105536.90625,P11,D07,0,0,1
9,-33.0,-38.0,39.0,1645105536.9375,P11,D07,0,0,1
10,-33.0,-38.0,39.0,1645105536.96875,P11,D07,0,0,1
11,-33.0,-38.0,39.0,1645105537.0,P11,D07,0,0,1
12,-33.0,-38.0,39.0,1645105537.03125,P11,D07,0,0,1
13,-33.0,-38.0,39.0,1645105537.0625,P11,D07,0,0,1
14,-33.0,-38.0,39.0,1645105537.09375,P11,D07,0,0,1
15,-33.0,-38.0,39.0,1645105537.125,P11,D07,0,0,1
16,-33.0,-38.0,39.0,1645105537.15625,P11,D07,0,0,1
17,-33.0,-38.0,39.0,1645105537.1875,P11,D07,0,0,1
18,-33.0,-38.0,39.0,1645105537.21875,P11,D07,0,0,1
19,-33.0,-38.0,39.0,1645105537.25,P11,D07,0,0,1
20,-33.0,-38.0,39.0,1645105537.28125,P11,D07,0,0,1
21,-33.0,-38.0,39.0,1645105537.3125,P11,D07,0,0,1
22,-33.0,-38.0,39.0,1645105537.34375,P11,D07,0,0,1
23,-33.0,-38.0,39.0,1645105537.375,P11,D07,0,0,1
24,-33.0,-38.0,39.0,1645105537.40625,P11,D07,0,0,1
25,-33.0,-38.0,39.0,1645105537.4375,P11,D07,0,0,1
26,-33.0,-38.0,39.0,1645105537.46875,P11,D07,0,0,1
27,-33.0,-38.0,39.0,1645105537.5,P11,D07,0,0,1
28,-33.0,-38.0,39.0,1645105537.53125,P11,D07,0,0,1
29,-33.0,-38.0,39.0,1645105537.5625,P11,D07,0,0,1
