,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-12.0,-5.0,66.0,1645175950.25,P13,D09,1,1,1
1,-22.0,-4.0,63.0,1645175950.28125,P13,D09,1,1,1
2,-17.0,-4.0,64.0,1645175950.3125,P13,D09,1,1,1
3,-18.0,-5.0,61.0,1645175950.34375,P13,D09,1,1,1
4,-30.0,-4.0,62.0,1645175950.375,P13,D09,1,1,1
5,-28.0,-4.0,65.0,1645175950.40625,P13,D09,1,1,1
6,-23.0,-3.0,60.0,1645175950.4375,P13,D09,1,1,1
7,-25.0,-3.0,56.0,1645175950.46875,P13,D09,1,1,1
8,-28.0,0.0,57.0,1645175950.5,P13,D09,1,1,1
9,-29.0,1.0,58.0,1645175950.53125,P13,D09,1,1,1
10,-23.0,0.0,59.0,1645175950.5625,P13,D09,1,1,1
11,-23.0,0.0,58.0,1645175950.59375,P13,D09,1,1,1
12,-23.0,-1.0,57.0,1645175950.625,P13,D09,1,1,1
13,-24.0,-1.0,57.0,1645175950.65625,P13,D09,1,1,1
14,-26.0,-1.0,59.0,1645175950.6875,P13,D09,1,1,1
15,-26.0,-2.0,59.0,1645175950.71875,P13,D09,1,1,1
16,-25.0,-1.0,57.0,1645175950.75,P13,D09,1,1,1
17,-25.0,0.0,59.0,1645175950.78125,P13,D09,1,1,1
18,-25.0,0.0,59.0,1645175950.8125,P13,D09,1,1,1
19,-24.0,0.0,58.0,1645175950.84375,P13,D09,1,1,1
20,-24.0,-1.0,58.0,1645175950.875,P13,D09,1,1,1
21,-25.0,-1.0,58.0,1645175950.90625,P13,D09,1,1,1
22,-25.0,-1.0,58.0,1645175950.9375,P13,D09,1,1,1
23,-25.0,-1.0,58.0,1645175950.96875,P13,D09,1,1,1
24,-24.0,-2.0,57.0,1645175951.0,P13,D09,1,1,1
25,-26.0,-1.0,58.0,1645175951.03125,P13,D09,1,1,1
26,-25.0,0.0,59.0,1645175951.0625,P13,D09,1,1,1
27,-25.0,0.0,58.0,1645175951.09375,P13,D09,1,1,1
28,-25.0,-1.0,57.0,1645175951.125,P13,D09,1,1,1
29,-25.0,-1.0,58.0,1645175951.15625,P13,D09,1,1,1
30,-26.0,-1.0,58.0,1645175951.1875,P13,D09,1,1,1
31,-26.0,-1.0,58.0,1645175951.21875,P13,D09,1,1,1
32,-26.0,-1.0,57.0,1645175951.25,P13,D09,1,1,1
33,-25.0,-1.0,58.0,1645175951.28125,P13,D09,1,1,1
34,-26.0,-2.0,58.0,1645175951.3125,P13,D09,1,1,1
35,-26.0,-2.0,57.0,1645175951.34375,P13,D09,1,1,1
36,-26.0,-2.0,57.0,1645175951.375,P13,D09,1,1,1
37,-26.0,-2.0,58.0,1645175951.40625,P13,D09,1,1,1
38,-26.0,-2.0,58.0,1645175951.4375,P13,D09,1,1,1
39,-26.0,-1.0,57.0,1645175951.46875,P13,D09,1,1,1
40,-25.0,-1.0,57.0,1645175951.5,P13,D09,1,1,1
41,-26.0,-1.0,58.0,1645175951.53125,P13,D09,1,1,1
42,-27.0,-1.0,58.0,1645175951.5625,P13,D09,1,1,1
43,-26.0,-1.0,58.0,1645175951.59375,P13,D09,1,1,1
44,-26.0,-1.0,58.0,1645175951.625,P13,D09,1,1,1
45,-26.0,-1.0,57.0,1645175951.65625,P13,D09,1,1,1
46,-26.0,-2.0,58.0,1645175951.6875,P13,D09,1,1,1
47,-26.0,-2.0,57.0,1645175951.71875,P13,D09,1,1,1
48,-26.0,-2.0,57.0,1645175951.75,P13,D09,1,1,1
49,-26.0,-1.0,57.0,1645175951.78125,P13,D09,1,1,1
50,-26.0,-2.0,58.0,1645175951.8125,P13,D09,1,1,1
51,-26.0,-2.0,58.0,1645175951.84375,P13,D09,1,1,1
52,-26.0,-2.0,57.0,1645175951.875,P13,D09,1,1,1
53,-26.0,-2.0,57.0,1645175951.90625,P13,D09,1,1,1
54,-26.0,-2.0,57.0,1645175951.9375,P13,D09,1,1,1
55,-26.0,-2.0,58.0,1645175951.96875,P13,D09,1,1,1
56,-26.0,-2.0,57.0,1645175952.0,P13,D09,1,1,1
57,-26.0,-2.0,57.0,1645175952.03125,P13,D09,1,1,1
58,-26.0,-1.0,58.0,1645175952.0625,P13,D09,1,1,1
59,-26.0,-2.0,57.0,1645175952.09375,P13,D09,1,1,1
60,-27.0,-2.0,57.0,1645175952.125,P13,D09,1,1,1
61,-26.0,-2.0,58.0,1645175952.15625,P13,D09,1,1,1
62,-26.0,-2.0,58.0,1645175952.1875,P13,D09,1,1,1
63,-26.0,-2.0,57.0,1645175952.21875,P13,D09,1,1,1
64,-26.0,-2.0,57.0,1645175952.25,P13,D09,1,1,1
65,-26.0,-2.0,58.0,1645175952.28125,P13,D09,1,1,1
66,-26.0,-2.0,57.0,1645175952.3125,P13,D09,1,1,1
67,-26.0,-2.0,57.0,1645175952.34375,P13,D09,1,1,1
68,-26.0,-2.0,57.0,1645175952.375,P13,D09,1,1,1
69,-27.0,-2.0,58.0,1645175952.40625,P13,D09,1,1,1
70,-27.0,-1.0,59.0,1645175952.4375,P13,D09,1,1,1
71,-27.0,-2.0,59.0,1645175952.46875,P13,D09,1,1,1
72,-27.0,0.0,63.0,1645175952.5,P13,D09,1,1,1
73,-24.0,0.0,64.0,1645175952.53125,P13,D09,1,1,1
74,-32.0,-2.0,64.0,1645175952.5625,P13,D09,1,1,1
75,-42.0,-2.0,68.0,1645175952.59375,P13,D09,1,1,1
76,-29.0,-7.0,75.0,1645175952.625,P13,D09,1,1,1
77,-37.0,-9.0,75.0,1645175952.65625,P13,D09,1,1,1
78,-28.0,-15.0,84.0,1645175952.6875,P13,D09,1,1,1
79,-45.0,-17.0,73.0,1645175952.71875,P13,D09,1,1,1
80,-78.0,-40.0,46.0,1645175952.75,P13,D09,1,1,1
81,-82.0,-43.0,37.0,1645175952.78125,P13,D09,1,1,1
82,-65.0,-42.0,17.0,1645175952.8125,P13,D09,1,1,1
83,-51.0,-34.0,8.0,1645175952.84375,P13,D09,1,1,1
84,-31.0,-30.0,13.0,1645175952.875,P13,D09,1,1,1
85,-17.0,-29.0,13.0,1645175952.90625,P13,D09,1,1,1
86,-9.0,-25.0,12.0,1645175952.9375,P13,D09,1,1,1
87,8.0,-34.0,9.0,1645175952.96875,P13,D09,1,1,1
88,5.0,-35.0,10.0,1645175953.0,P13,D09,1,1,1
89,-11.0,-39.0,17.0,1645175953.03125,P13,D09,1,1,1
90,-11.0,-41.0,19.0,1645175953.0625,P13,D09,1,1,1
91,-10.0,-49.0,20.0,1645175953.09375,P13,D09,1,1,1
92,-18.0,-52.0,18.0,1645175953.125,P13,D09,1,1,1
93,-16.0,-52.0,30.0,1645175953.15625,P13,D09,1,1,1
94,-14.0,-55.0,25.0,1645175953.1875,P13,D09,1,1,1
95,-19.0,-59.0,15.0,1645175953.21875,P13,D09,1,1,1
96,-13.0,-60.0,21.0,1645175953.25,P13,D09,1,1,1
97,-17.0,-56.0,23.0,1645175953.28125,P13,D09,1,1,1
98,-21.0,-54.0,22.0,1645175953.3125,P13,D09,1,1,1
99,-18.0,-55.0,24.0,1645175953.34375,P13,D09,1,1,1
100,-15.0,-55.0,23.0,1645175953.375,P13,D09,1,1,1
101,-13.0,-53.0,20.0,1645175953.40625,P13,D09,1,1,1
102,-18.0,-56.0,5.0,1645175953.4375,P13,D09,1,1,1
103,-11.0,-58.0,9.0,1645175953.46875,P13,D09,1,1,1
104,0.0,-62.0,19.0,1645175953.5,P13,D09,1,1,1
105,-8.0,-62.0,16.0,1645175953.53125,P13,D09,1,1,1
106,-13.0,-70.0,13.0,1645175953.5625,P13,D09,1,1,1
107,-12.0,-69.0,19.0,1645175953.59375,P13,D09,1,1,1
108,-25.0,-68.0,14.0,1645175953.625,P13,D09,1,1,1
109,-21.0,-67.0,4.0,1645175953.65625,P13,D09,1,1,1
110,-13.0,-67.0,1.0,1645175953.6875,P13,D09,1,1,1
111,-33.0,-60.0,-5.0,1645175953.71875,P13,D09,1,1,1
112,-39.0,-59.0,0.0,1645175953.75,P13,D09,1,1,1
113,-19.0,-55.0,11.0,1645175953.78125,P13,D09,1,1,1
114,-20.0,-55.0,5.0,1645175953.8125,P13,D09,1,1,1
115,-23.0,-53.0,-1.0,1645175953.84375,P13,D09,1,1,1
116,-30.0,-49.0,9.0,1645175953.875,P13,D09,1,1,1
117,-15.0,-62.0,-4.0,1645175953.90625,P13,D09,1,1,1
118,-22.0,-61.0,-5.0,1645175953.9375,P13,D09,1,1,1
119,-23.0,-60.0,1.0,1645175953.96875,P13,D09,1,1,1
120,-22.0,-61.0,5.0,1645175954.0,P13,D09,1,1,1
121,-24.0,-62.0,0.0,1645175954.03125,P13,D09,1,1,1
122,-20.0,-62.0,-1.0,1645175954.0625,P13,D09,1,1,1
123,-20.0,-62.0,-2.0,1645175954.09375,P13,D09,1,1,1
124,-23.0,-59.0,-2.0,1645175954.125,P13,D09,1,1,1
125,-21.0,-60.0,-1.0,1645175954.15625,P13,D09,1,1,1
126,-19.0,-62.0,-4.0,1645175954.1875,P13,D09,1,1,1
127,-27.0,-62.0,-7.0,1645175954.21875,P13,D09,1,1,1
128,-14.0,-60.0,2.0,1645175954.25,P13,D09,1,1,1
129,-23.0,-61.0,-3.0,1645175954.28125,P13,D09,1,1,1
130,-17.0,-63.0,-1.0,1645175954.3125,P13,D09,1,1,1
131,-14.0,-61.0,-2.0,1645175954.34375,P13,D09,1,1,1
132,-18.0,-62.0,-1.0,1645175954.375,P13,D09,1,1,1
133,-19.0,-59.0,3.0,1645175954.40625,P13,D09,1,1,1
134,-16.0,-60.0,3.0,1645175954.4375,P13,D09,1,1,1
135,-11.0,-63.0,6.0,1645175954.46875,P13,D09,1,1,1
136,-15.0,-61.0,5.0,1645175954.5,P13,D09,1,1,1
137,-21.0,-66.0,1.0,1645175954.53125,P13,D09,1,1,1
138,-18.0,-62.0,4.0,1645175954.5625,P13,D09,1,1,1
139,-13.0,-62.0,9.0,1645175954.59375,P13,D09,1,1,1
140,-13.0,-59.0,7.0,1645175954.625,P13,D09,1,1,1
141,-8.0,-58.0,14.0,1645175954.65625,P13,D09,1,1,1
142,-10.0,-60.0,12.0,1645175954.6875,P13,D09,1,1,1
143,-8.0,-58.0,9.0,1645175954.71875,P13,D09,1,1,1
144,-15.0,-69.0,10.0,1645175954.75,P13,D09,1,1,1
145,-18.0,-66.0,11.0,1645175954.78125,P13,D09,1,1,1
146,-14.0,-60.0,8.0,1645175954.8125,P13,D09,1,1,1
147,-12.0,-56.0,7.0,1645175954.84375,P13,D09,1,1,1
148,-19.0,-64.0,9.0,1645175954.875,P13,D09,1,1,1
149,-16.0,-62.0,9.0,1645175954.90625,P13,D09,1,1,1
150,-26.0,-59.0,11.0,1645175954.9375,P13,D09,1,1,1
151,-26.0,-64.0,12.0,1645175954.96875,P13,D09,1,1,1
152,-27.0,-63.0,13.0,1645175955.0,P13,D09,1,1,1
153,-30.0,-69.0,14.0,1645175955.03125,P13,D09,1,1,1
154,-31.0,-63.0,12.0,1645175955.0625,P13,D09,1,1,1
155,-24.0,-63.0,14.0,1645175955.09375,P13,D09,1,1,1
156,-26.0,-61.0,13.0,1645175955.125,P13,D09,1,1,1
157,-24.0,-59.0,12.0,1645175955.15625,P13,D09,1,1,1
158,-34.0,-60.0,8.0,1645175955.1875,P13,D09,1,1,1
159,-8.0,-62.0,11.0,1645175955.21875,P13,D09,1,1,1
160,-22.0,-56.0,6.0,1645175955.25,P13,D09,1,1,1
161,-34.0,-61.0,-5.0,1645175955.28125,P13,D09,1,1,1
162,-33.0,-63.0,-6.0,1645175955.3125,P13,D09,1,1,1
163,-18.0,-62.0,4.0,1645175955.34375,P13,D09,1,1,1
164,-34.0,-59.0,6.0,1645175955.375,P13,D09,1,1,1
165,-38.0,-60.0,3.0,1645175955.40625,P13,D09,1,1,1
166,-5.0,-60.0,-2.0,1645175955.4375,P13,D09,1,1,1
167,-3.0,-57.0,-5.0,1645175955.46875,P13,D09,1,1,1
168,-19.0,-57.0,4.0,1645175955.5,P13,D09,1,1,1
169,-23.0,-56.0,12.0,1645175955.53125,P13,D09,1,1,1
170,-30.0,-64.0,-1.0,1645175955.5625,P13,D09,1,1,1
171,-27.0,-70.0,3.0,1645175955.59375,P13,D09,1,1,1
172,-13.0,-64.0,7.0,1645175955.625,P13,D09,1,1,1
173,-32.0,-64.0,5.0,1645175955.65625,P13,D09,1,1,1
174,-27.0,-65.0,9.0,1645175955.6875,P13,D09,1,1,1
175,-15.0,-58.0,8.0,1645175955.71875,P13,D09,1,1,1
176,-3.0,-52.0,12.0,1645175955.75,P13,D09,1,1,1
177,-36.0,-53.0,-2.0,1645175955.78125,P13,D09,1,1,1
178,-46.0,-60.0,-5.0,1645175955.8125,P13,D09,1,1,1
179,-29.0,-55.0,-4.0,1645175955.84375,P13,D09,1,1,1
180,-41.0,-55.0,-6.0,1645175955.875,P13,D09,1,1,1
181,-26.0,-56.0,6.0,1645175955.90625,P13,D09,1,1,1
182,-32.0,-56.0,1.0,1645175955.9375,P13,D09,1,1,1
183,-30.0,-64.0,-7.0,1645175955.96875,P13,D09,1,1,1
184,-25.0,-60.0,-3.0,1645175956.0,P13,D09,1,1,1
185,-19.0,-60.0,2.0,1645175956.03125,P13,D09,1,1,1
186,-36.0,-61.0,-2.0,1645175956.0625,P13,D09,1,1,1
187,-29.0,-60.0,6.0,1645175956.09375,P13,D09,1,1,1
