,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-5.0,-4.0,62.0,1645449966.59375,P19,D10,0,0,0
1,-5.0,-5.0,62.0,1645449966.625,P19,D10,0,0,0
2,-6.0,-4.0,62.0,1645449966.65625,P19,D10,0,0,0
3,-6.0,-4.0,62.0,1645449966.6875,P19,D10,0,0,0
4,-5.0,-3.0,62.0,1645449966.71875,P19,D10,0,0,0
5,-5.0,-6.0,62.0,1645449966.75,P19,D10,0,0,0
6,-9.0,-4.0,61.0,1645449966.78125,P19,D10,0,0,0
7,-3.0,-3.0,63.0,1645449966.8125,P19,D10,0,0,0
8,-6.0,-7.0,62.0,1645449966.84375,P19,D10,0,0,0
9,-7.0,-5.0,61.0,1645449966.875,P19,D10,0,0,0
10,-2.0,-3.0,63.0,1645449966.90625,P19,D10,0,0,0
11,-3.0,-4.0,62.0,1645449966.9375,P19,D10,0,0,0
12,-7.0,-6.0,61.0,1645449966.96875,P19,D10,0,0,0
13,-5.0,-5.0,62.0,1645449967.0,P19,D10,0,0,0
14,-5.0,-4.0,62.0,1645449967.03125,P19,D10,0,0,0
15,-6.0,-5.0,62.0,1645449967.0625,P19,D10,0,0,0
16,-5.0,-5.0,62.0,1645449967.09375,P19,D10,0,0,0
17,-4.0,-5.0,62.0,1645449967.125,P19,D10,0,0,0
18,-6.0,-5.0,61.0,1645449967.15625,P19,D10,0,0,0
19,-6.0,-5.0,62.0,1645449967.1875,P19,D10,0,0,0
20,-5.0,-4.0,62.0,1645449967.21875,P19,D10,0,0,0
21,-5.0,-4.0,62.0,1645449967.25,P19,D10,0,0,0
22,-6.0,-5.0,62.0,1645449967.28125,P19,D10,0,0,0
23,-5.0,-5.0,62.0,1645449967.3125,P19,D10,0,0,0
24,-6.0,-5.0,62.0,1645449967.34375,P19,D10,0,0,0
25,-6.0,-4.0,62.0,1645449967.375,P19,D10,0,0,0
26,-5.0,-5.0,62.0,1645449967.40625,P19,D10,0,0,0
27,-5.0,-5.0,62.0,1645449967.4375,P19,D10,0,0,0
28,-6.0,-5.0,62.0,1645449967.46875,P19,D10,0,0,0
29,-6.0,-5.0,62.0,1645449967.5,P19,D10,0,0,0
30,-6.0,-4.0,62.0,1645449967.53125,P19,D10,0,0,0
31,-5.0,-5.0,62.0,1645449967.5625,P19,D10,0,0,0
32,-6.0,-5.0,62.0,1645449967.59375,P19,D10,0,0,0
33,-6.0,-5.0,62.0,1645449967.625,P19,D10,0,0,0
34,-5.0,-4.0,62.0,1645449967.65625,P19,D10,0,0,0
35,-6.0,-4.0,62.0,1645449967.6875,P19,D10,0,0,0
36,-6.0,-5.0,62.0,1645449967.71875,P19,D10,0,0,0
37,-5.0,-5.0,62.0,1645449967.75,P19,D10,0,0,0
38,-5.0,-5.0,62.0,1645449967.78125,P19,D10,0,0,0
39,-5.0,-5.0,62.0,1645449967.8125,P19,D10,0,0,0
40,-5.0,-5.0,62.0,1645449967.84375,P19,D10,0,0,0
41,-5.0,-5.0,62.0,1645449967.875,P19,D10,0,0,0
42,-6.0,-4.0,62.0,1645449967.90625,P19,D10,0,0,0
43,-6.0,-5.0,62.0,1645449967.9375,P19,D10,0,0,0
44,-6.0,-5.0,62.0,1645449967.96875,P19,D10,0,0,0
45,-6.0,-5.0,62.0,1645449968.0,P19,D10,0,0,0
46,-5.0,-5.0,62.0,1645449968.03125,P19,D10,0,0,0
47,-6.0,-4.0,62.0,1645449968.0625,P19,D10,0,0,0
