,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,-1.0,0.0,62.0,1645447187.6875,P19,D00,0,0,1
1,0.0,0.0,62.0,1645447187.71875,P19,D00,0,0,1
2,0.0,0.0,62.0,1645447187.75,P19,D00,0,0,1
3,0.0,-1.0,62.0,1645447187.78125,P19,D00,0,0,1
4,-1.0,0.0,62.0,1645447187.8125,P19,D00,0,0,1
5,-1.0,0.0,62.0,1645447187.84375,P19,D00,0,0,1
6,0.0,0.0,62.0,1645447187.875,P19,D00,0,0,1
7,0.0,0.0,62.0,1645447187.90625,P19,D00,0,0,1
8,-1.0,0.0,62.0,1645447187.9375,P19,D00,0,0,1
9,0.0,0.0,62.0,1645447187.96875,P19,D00,0,0,1
10,-1.0,0.0,62.0,1645447188.0,P19,D00,0,0,1
11,0.0,0.0,62.0,1645447188.03125,P19,D00,0,0,1
12,0.0,0.0,62.0,1645447188.0625,P19,D00,0,0,1
13,-1.0,0.0,62.0,1645447188.09375,P19,D00,0,0,1
14,-1.0,-1.0,62.0,1645447188.125,P19,D00,0,0,1
15,0.0,0.0,62.0,1645447188.15625,P19,D00,0,0,1
16,0.0,-1.0,63.0,1645447188.1875,P19,D00,0,0,1
17,-1.0,0.0,62.0,1645447188.21875,P19,D00,0,0,1
18,-1.0,-1.0,62.0,1645447188.25,P19,D00,0,0,1
19,-1.0,0.0,62.0,1645447188.28125,P19,D00,0,0,1
20,-1.0,0.0,62.0,1645447188.3125,P19,D00,0,0,1
21,0.0,-1.0,62.0,1645447188.34375,P19,D00,0,0,1
22,0.0,-1.0,63.0,1645447188.375,P19,D00,0,0,1
23,-2.0,-1.0,62.0,1645447188.40625,P19,D00,0,0,1
24,-1.0,0.0,62.0,1645447188.4375,P19,D00,0,0,1
25,-2.0,-1.0,62.0,1645447188.46875,P19,D00,0,0,1
26,-2.0,-1.0,62.0,1645447188.5,P19,D00,0,0,1
27,-2.0,-1.0,62.0,1645447188.53125,P19,D00,0,0,1
28,-2.0,-1.0,62.0,1645447188.5625,P19,D00,0,0,1
29,-2.0,-1.0,62.0,1645447188.59375,P19,D00,0,0,1
30,-2.0,0.0,62.0,1645447188.625,P19,D00,0,0,1
31,-2.0,0.0,62.0,1645447188.65625,P19,D00,0,0,1
32,-2.0,0.0,62.0,1645447188.6875,P19,D00,0,0,1
33,-3.0,-1.0,62.0,1645447188.71875,P19,D00,0,0,1
34,-2.0,0.0,62.0,1645447188.75,P19,D00,0,0,1
35,-2.0,0.0,62.0,1645447188.78125,P19,D00,0,0,1
36,-2.0,0.0,62.0,1645447188.8125,P19,D00,0,0,1
37,-3.0,-1.0,62.0,1645447188.84375,P19,D00,0,0,1
