,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,36.0,-12.0,49.0,1644832825.3125,P06,D12,0,0,1
1,36.0,-12.0,49.0,1644832825.34375,P06,D12,0,0,1
2,36.0,-12.0,49.0,1644832825.375,P06,D12,0,0,1
3,36.0,-12.0,49.0,1644832825.40625,P06,D12,0,0,1
4,36.0,-12.0,49.0,1644832825.4375,P06,D12,0,0,1
5,36.0,-12.0,49.0,1644832825.46875,P06,D12,0,0,1
6,36.0,-12.0,49.0,1644832825.5,P06,D12,0,0,1
7,36.0,-12.0,49.0,1644832825.53125,P06,D12,0,0,1
8,36.0,-12.0,49.0,1644832825.5625,P06,D12,0,0,1
9,36.0,-12.0,49.0,1644832825.59375,P06,D12,0,0,1
10,36.0,-12.0,49.0,1644832825.625,P06,D12,0,0,1
11,36.0,-12.0,49.0,1644832825.65625,P06,D12,0,0,1
12,36.0,-12.0,49.0,1644832825.6875,P06,D12,0,0,1
13,36.0,-12.0,49.0,1644832825.71875,P06,D12,0,0,1
14,36.0,-12.0,49.0,1644832825.75,P06,D12,0,0,1
15,36.0,-11.0,49.0,1644832825.78125,P06,D12,0,0,1
16,36.0,-12.0,49.0,1644832825.8125,P06,D12,0,0,1
17,36.0,-12.0,49.0,1644832825.84375,P06,D12,0,0,1
18,36.0,-12.0,49.0,1644832825.875,P06,D12,0,0,1
19,36.0,-12.0,49.0,1644832825.90625,P06,D12,0,0,1
20,36.0,-12.0,49.0,1644832825.9375,P06,D12,0,0,1
21,36.0,-12.0,49.0,1644832825.96875,P06,D12,0,0,1
22,36.0,-12.0,49.0,1644832826.0,P06,D12,0,0,1
23,36.0,-12.0,49.0,1644832826.03125,P06,D12,0,0,1
24,36.0,-12.0,49.0,1644832826.0625,P06,D12,0,0,1
25,36.0,-12.0,49.0,1644832826.09375,P06,D12,0,0,1
26,36.0,-12.0,49.0,1644832826.125,P06,D12,0,0,1
27,36.0,-12.0,49.0,1644832826.15625,P06,D12,0,0,1
28,36.0,-12.0,49.0,1644832826.1875,P06,D12,0,0,1
29,36.0,-12.0,49.0,1644832826.21875,P06,D12,0,0,1
30,36.0,-11.0,49.0,1644832826.25,P06,D12,0,0,1
31,36.0,-12.0,49.0,1644832826.28125,P06,D12,0,0,1
32,36.0,-12.0,49.0,1644832826.3125,P06,D12,0,0,1
33,36.0,-11.0,49.0,1644832826.34375,P06,D12,0,0,1
34,36.0,-11.0,49.0,1644832826.375,P06,D12,0,0,1
35,36.0,-12.0,49.0,1644832826.40625,P06,D12,0,0,1
36,36.0,-12.0,49.0,1644832826.4375,P06,D12,0,0,1
37,37.0,-12.0,49.0,1644832826.46875,P06,D12,0,0,1
38,36.0,-12.0,49.0,1644832826.5,P06,D12,0,0,1
39,36.0,-12.0,49.0,1644832826.53125,P06,D12,0,0,1
40,36.0,-12.0,49.0,1644832826.5625,P06,D12,0,0,1
41,36.0,-12.0,49.0,1644832826.59375,P06,D12,0,0,1
42,36.0,-12.0,49.0,1644832826.625,P06,D12,0,0,1
43,37.0,-11.0,49.0,1644832826.65625,P06,D12,0,0,1
44,36.0,-12.0,49.0,1644832826.6875,P06,D12,0,0,1
45,36.0,-12.0,49.0,1644832826.71875,P06,D12,0,0,1
46,36.0,-12.0,49.0,1644832826.75,P06,D12,0,0,1
47,36.0,-12.0,49.0,1644832826.78125,P06,D12,0,0,1
48,36.0,-12.0,49.0,1644832826.8125,P06,D12,0,0,1
49,36.0,-12.0,49.0,1644832826.84375,P06,D12,0,0,1
50,36.0,-12.0,49.0,1644832826.875,P06,D12,0,0,1
51,36.0,-12.0,49.0,1644832826.90625,P06,D12,0,0,1
52,36.0,-12.0,49.0,1644832826.9375,P06,D12,0,0,1
53,36.0,-12.0,49.0,1644832826.96875,P06,D12,0,0,1
54,36.0,-12.0,49.0,1644832827.0,P06,D12,0,0,1
