,data,timestamp,participant,document,val,arou,eng
0,0.270426,1644831997.75,P06,D08,1,1,1
1,0.270426,1644831998.0,P06,D08,1,1,1
2,0.269144,1644831998.25,P06,D08,1,1,1
3,0.271708,1644831998.5,P06,D08,1,1,1
4,0.270426,1644831998.75,P06,D08,1,1,1
5,0.270426,1644831999.0,P06,D08,1,1,1
6,0.270426,1644831999.25,P06,D08,1,1,1
7,0.269144,1644831999.5,P06,D08,1,1,1
8,0.270426,1644831999.75,P06,D08,1,1,1
9,0.269144,1644832000.0,P06,D08,1,1,1
10,0.270426,1644832000.25,P06,D08,1,1,1
11,0.269144,1644832000.5,P06,D08,1,1,1
12,0.270426,1644832000.75,P06,D08,1,1,1
13,0.270426,1644832001.0,P06,D08,1,1,1
14,0.271708,1644832001.25,P06,D08,1,1,1
15,0.270426,1644832001.5,P06,D08,1,1,1
16,0.270426,1644832001.75,P06,D08,1,1,1
17,0.271708,1644832002.0,P06,D08,1,1,1
18,0.270426,1644832002.25,P06,D08,1,1,1
19,0.270426,1644832002.5,P06,D08,1,1,1
20,0.271708,1644832002.75,P06,D08,1,1,1
21,0.270426,1644832003.0,P06,D08,1,1,1
22,0.270426,1644832003.25,P06,D08,1,1,1
23,0.271708,1644832003.5,P06,D08,1,1,1
24,0.270426,1644832003.75,P06,D08,1,1,1
25,0.271708,1644832004.0,P06,D08,1,1,1
26,0.270426,1644832004.25,P06,D08,1,1,1
27,0.271708,1644832004.5,P06,D08,1,1,1
28,0.270426,1644832004.75,P06,D08,1,1,1
29,0.271708,1644832005.0,P06,D08,1,1,1
30,0.270426,1644832005.25,P06,D08,1,1,1
31,0.270426,1644832005.5,P06,D08,1,1,1
32,0.270426,1644832005.75,P06,D08,1,1,1
33,0.270426,1644832006.0,P06,D08,1,1,1
34,0.270426,1644832006.25,P06,D08,1,1,1
35,0.269144,1644832006.5,P06,D08,1,1,1
36,0.271708,1644832006.75,P06,D08,1,1,1
37,0.269144,1644832007.0,P06,D08,1,1,1
38,0.270426,1644832007.25,P06,D08,1,1,1
39,0.271708,1644832007.5,P06,D08,1,1,1
40,0.270426,1644832007.75,P06,D08,1,1,1
41,0.270426,1644832008.0,P06,D08,1,1,1
42,0.269144,1644832008.25,P06,D08,1,1,1
43,0.270426,1644832008.5,P06,D08,1,1,1
44,0.270426,1644832008.75,P06,D08,1,1,1
45,0.270426,1644832009.0,P06,D08,1,1,1
46,0.271708,1644832009.25,P06,D08,1,1,1
47,0.270426,1644832009.5,P06,D08,1,1,1
48,0.270426,1644832009.75,P06,D08,1,1,1
49,0.271708,1644832010.0,P06,D08,1,1,1
50,0.270426,1644832010.25,P06,D08,1,1,1
51,0.271708,1644832010.5,P06,D08,1,1,1
52,0.270426,1644832010.75,P06,D08,1,1,1
53,0.269144,1644832011.0,P06,D08,1,1,1
54,0.270426,1644832011.25,P06,D08,1,1,1
55,0.270426,1644832011.5,P06,D08,1,1,1
56,0.271708,1644832011.75,P06,D08,1,1,1
57,0.270426,1644832012.0,P06,D08,1,1,1
58,0.272989,1644832012.25,P06,D08,1,1,1
59,0.267863,1644832012.5,P06,D08,1,1,1
60,0.270426,1644832012.75,P06,D08,1,1,1
61,0.271708,1644832013.0,P06,D08,1,1,1
62,0.269144,1644832013.25,P06,D08,1,1,1
63,0.270426,1644832013.5,P06,D08,1,1,1
64,0.270426,1644832013.75,P06,D08,1,1,1
65,0.270426,1644832014.0,P06,D08,1,1,1
66,0.269144,1644832014.25,P06,D08,1,1,1
67,0.269144,1644832014.5,P06,D08,1,1,1
68,0.270426,1644832014.75,P06,D08,1,1,1
69,0.270426,1644832015.0,P06,D08,1,1,1
70,0.270426,1644832015.25,P06,D08,1,1,1
71,0.271708,1644832015.5,P06,D08,1,1,1
72,0.269144,1644832015.75,P06,D08,1,1,1
73,0.269144,1644832016.0,P06,D08,1,1,1
74,0.270426,1644832016.25,P06,D08,1,1,1
75,0.270426,1644832016.5,P06,D08,1,1,1
76,0.269144,1644832016.75,P06,D08,1,1,1
77,0.270426,1644832017.0,P06,D08,1,1,1
78,0.267863,1644832017.25,P06,D08,1,1,1
79,0.270426,1644832017.5,P06,D08,1,1,1
80,0.270426,1644832017.75,P06,D08,1,1,1
81,0.269144,1644832018.0,P06,D08,1,1,1
82,0.271708,1644832018.25,P06,D08,1,1,1
83,0.269144,1644832018.5,P06,D08,1,1,1
84,0.270426,1644832018.75,P06,D08,1,1,1
85,0.269144,1644832019.0,P06,D08,1,1,1
86,0.270426,1644832019.25,P06,D08,1,1,1
87,0.270426,1644832019.5,P06,D08,1,1,1
88,0.270426,1644832019.75,P06,D08,1,1,1
89,0.270426,1644832020.0,P06,D08,1,1,1
90,0.269144,1644832020.25,P06,D08,1,1,1
91,0.270426,1644832020.5,P06,D08,1,1,1
92,0.270426,1644832020.75,P06,D08,1,1,1
93,0.269144,1644832021.0,P06,D08,1,1,1
94,0.270426,1644832021.25,P06,D08,1,1,1
95,0.270426,1644832021.5,P06,D08,1,1,1
96,0.270426,1644832021.75,P06,D08,1,1,1
97,0.269144,1644832022.0,P06,D08,1,1,1
98,0.270426,1644832022.25,P06,D08,1,1,1
99,0.269144,1644832022.5,P06,D08,1,1,1
100,0.269144,1644832022.75,P06,D08,1,1,1
101,0.270426,1644832023.0,P06,D08,1,1,1
102,0.270426,1644832023.25,P06,D08,1,1,1
103,0.270426,1644832023.5,P06,D08,1,1,1
104,0.269144,1644832023.75,P06,D08,1,1,1
105,0.269144,1644832024.0,P06,D08,1,1,1
106,0.270426,1644832024.25,P06,D08,1,1,1
107,0.270426,1644832024.5,P06,D08,1,1,1
108,0.270426,1644832024.75,P06,D08,1,1,1
109,0.269144,1644832025.0,P06,D08,1,1,1
110,0.269144,1644832025.25,P06,D08,1,1,1
111,0.269144,1644832025.5,P06,D08,1,1,1
112,0.270426,1644832025.75,P06,D08,1,1,1
113,0.270426,1644832026.0,P06,D08,1,1,1
114,0.269144,1644832026.25,P06,D08,1,1,1
115,0.270426,1644832026.5,P06,D08,1,1,1
116,0.269144,1644832026.75,P06,D08,1,1,1
117,0.269144,1644832027.0,P06,D08,1,1,1
118,0.270426,1644832027.25,P06,D08,1,1,1
119,0.270426,1644832027.5,P06,D08,1,1,1
120,0.270426,1644832027.75,P06,D08,1,1,1
