,data,timestamp,participant,document,val,arou,eng
0,128.43,1645109045.0,P12,D03,1,1,1
1,127.45,1645109046.0,P12,D03,1,1,1
2,126.6,1645109047.0,P12,D03,1,1,1
3,125.68,1645109048.0,P12,D03,1,1,1
4,124.77,1645109049.0,P12,D03,1,1,1
5,123.75,1645109050.0,P12,D03,1,1,1
6,122.73,1645109051.0,P12,D03,1,1,1
7,121.75,1645109052.0,P12,D03,1,1,1
8,120.85,1645109053.0,P12,D03,1,1,1
9,120.0,1645109054.0,P12,D03,1,1,1
10,119.17,1645109055.0,P12,D03,1,1,1
11,118.28,1645109056.0,P12,D03,1,1,1
12,117.42,1645109057.0,P12,D03,1,1,1
13,116.63,1645109058.0,P12,D03,1,1,1
14,116.42,1645109059.0,P12,D03,1,1,1
15,116.08,1645109060.0,P12,D03,1,1,1
16,115.78,1645109061.0,P12,D03,1,1,1
17,115.48,1645109062.0,P12,D03,1,1,1
18,115.25,1645109063.0,P12,D03,1,1,1
19,115.02,1645109064.0,P12,D03,1,1,1
20,114.7,1645109065.0,P12,D03,1,1,1
21,114.28,1645109066.0,P12,D03,1,1,1
22,113.68,1645109067.0,P12,D03,1,1,1
23,113.1,1645109068.0,P12,D03,1,1,1
24,112.5,1645109069.0,P12,D03,1,1,1
25,111.92,1645109070.0,P12,D03,1,1,1
26,111.32,1645109071.0,P12,D03,1,1,1
27,110.72,1645109072.0,P12,D03,1,1,1
28,110.13,1645109073.0,P12,D03,1,1,1
29,109.82,1645109074.0,P12,D03,1,1,1
30,109.22,1645109075.0,P12,D03,1,1,1
31,108.62,1645109076.0,P12,D03,1,1,1
32,108.03,1645109077.0,P12,D03,1,1,1
33,107.47,1645109078.0,P12,D03,1,1,1
34,106.85,1645109079.0,P12,D03,1,1,1
35,106.27,1645109080.0,P12,D03,1,1,1
36,105.68,1645109081.0,P12,D03,1,1,1
37,105.12,1645109082.0,P12,D03,1,1,1
38,104.6,1645109083.0,P12,D03,1,1,1
39,103.72,1645109084.0,P12,D03,1,1,1
40,103.05,1645109085.0,P12,D03,1,1,1
41,102.53,1645109086.0,P12,D03,1,1,1
42,101.92,1645109087.0,P12,D03,1,1,1
43,101.3,1645109088.0,P12,D03,1,1,1
44,100.68,1645109089.0,P12,D03,1,1,1
45,100.02,1645109090.0,P12,D03,1,1,1
46,99.45,1645109091.0,P12,D03,1,1,1
47,98.97,1645109092.0,P12,D03,1,1,1
48,98.55,1645109093.0,P12,D03,1,1,1
49,98.13,1645109094.0,P12,D03,1,1,1
50,97.67,1645109095.0,P12,D03,1,1,1
51,97.2,1645109096.0,P12,D03,1,1,1
52,96.83,1645109097.0,P12,D03,1,1,1
53,96.48,1645109098.0,P12,D03,1,1,1
54,96.12,1645109099.0,P12,D03,1,1,1
55,95.73,1645109100.0,P12,D03,1,1,1
56,95.35,1645109101.0,P12,D03,1,1,1
57,94.58,1645109102.0,P12,D03,1,1,1
58,94.93,1645109103.0,P12,D03,1,1,1
59,95.22,1645109104.0,P12,D03,1,1,1
60,95.47,1645109105.0,P12,D03,1,1,1
61,95.72,1645109106.0,P12,D03,1,1,1
62,96.03,1645109107.0,P12,D03,1,1,1
63,96.3,1645109108.0,P12,D03,1,1,1
64,96.58,1645109109.0,P12,D03,1,1,1
65,96.87,1645109110.0,P12,D03,1,1,1
66,97.18,1645109111.0,P12,D03,1,1,1
67,97.48,1645109112.0,P12,D03,1,1,1
68,97.75,1645109113.0,P12,D03,1,1,1
69,98.02,1645109114.0,P12,D03,1,1,1
70,98.23,1645109115.0,P12,D03,1,1,1
71,97.92,1645109116.0,P12,D03,1,1,1
72,97.85,1645109117.0,P12,D03,1,1,1
73,97.78,1645109118.0,P12,D03,1,1,1
74,97.35,1645109119.0,P12,D03,1,1,1
75,97.18,1645109120.0,P12,D03,1,1,1
76,96.92,1645109121.0,P12,D03,1,1,1
77,96.82,1645109122.0,P12,D03,1,1,1
78,96.72,1645109123.0,P12,D03,1,1,1
79,96.63,1645109124.0,P12,D03,1,1,1
80,96.6,1645109125.0,P12,D03,1,1,1
81,96.7,1645109126.0,P12,D03,1,1,1
82,96.72,1645109127.0,P12,D03,1,1,1
83,96.67,1645109128.0,P12,D03,1,1,1
84,96.67,1645109129.0,P12,D03,1,1,1
85,96.65,1645109130.0,P12,D03,1,1,1
86,96.65,1645109131.0,P12,D03,1,1,1
