,acc_x,acc_y,acc_z,timestamp,participant,document,val,arou,eng
0,55.0,-23.0,18.0,1644579241.53125,P01,D10,1,0,0
1,55.0,-23.0,17.0,1644579241.5625,P01,D10,1,0,0
2,55.0,-23.0,17.0,1644579241.59375,P01,D10,1,0,0
3,55.0,-23.0,18.0,1644579241.625,P01,D10,1,0,0
4,55.0,-23.0,18.0,1644579241.65625,P01,D10,1,0,0
5,55.0,-23.0,18.0,1644579241.6875,P01,D10,1,0,0
6,55.0,-23.0,18.0,1644579241.71875,P01,D10,1,0,0
7,55.0,-23.0,18.0,1644579241.75,P01,D10,1,0,0
8,55.0,-23.0,18.0,1644579241.78125,P01,D10,1,0,0
9,55.0,-23.0,18.0,1644579241.8125,P01,D10,1,0,0
10,55.0,-23.0,18.0,1644579241.84375,P01,D10,1,0,0
11,55.0,-23.0,18.0,1644579241.875,P01,D10,1,0,0
12,55.0,-23.0,18.0,1644579241.90625,P01,D10,1,0,0
13,55.0,-23.0,18.0,1644579241.9375,P01,D10,1,0,0
14,55.0,-23.0,18.0,1644579241.96875,P01,D10,1,0,0
15,55.0,-23.0,18.0,1644579242.0,P01,D10,1,0,0
16,55.0,-23.0,18.0,1644579242.03125,P01,D10,1,0,0
17,55.0,-23.0,18.0,1644579242.0625,P01,D10,1,0,0
18,55.0,-23.0,18.0,1644579242.09375,P01,D10,1,0,0
19,55.0,-23.0,18.0,1644579242.125,P01,D10,1,0,0
20,55.0,-23.0,18.0,1644579242.15625,P01,D10,1,0,0
21,55.0,-23.0,18.0,1644579242.1875,P01,D10,1,0,0
22,55.0,-23.0,18.0,1644579242.21875,P01,D10,1,0,0
23,55.0,-23.0,18.0,1644579242.25,P01,D10,1,0,0
24,55.0,-23.0,18.0,1644579242.28125,P01,D10,1,0,0
25,55.0,-23.0,18.0,1644579242.3125,P01,D10,1,0,0
26,55.0,-23.0,18.0,1644579242.34375,P01,D10,1,0,0
27,55.0,-23.0,18.0,1644579242.375,P01,D10,1,0,0
28,55.0,-23.0,18.0,1644579242.40625,P01,D10,1,0,0
29,55.0,-23.0,18.0,1644579242.4375,P01,D10,1,0,0
30,55.0,-23.0,18.0,1644579242.46875,P01,D10,1,0,0
31,55.0,-23.0,18.0,1644579242.5,P01,D10,1,0,0
32,55.0,-23.0,18.0,1644579242.53125,P01,D10,1,0,0
33,55.0,-23.0,18.0,1644579242.5625,P01,D10,1,0,0
34,55.0,-23.0,18.0,1644579242.59375,P01,D10,1,0,0
35,55.0,-23.0,18.0,1644579242.625,P01,D10,1,0,0
36,55.0,-23.0,18.0,1644579242.65625,P01,D10,1,0,0
37,55.0,-23.0,18.0,1644579242.6875,P01,D10,1,0,0
38,55.0,-23.0,18.0,1644579242.71875,P01,D10,1,0,0
39,55.0,-23.0,18.0,1644579242.75,P01,D10,1,0,0
40,55.0,-23.0,18.0,1644579242.78125,P01,D10,1,0,0
41,55.0,-23.0,18.0,1644579242.8125,P01,D10,1,0,0
42,55.0,-23.0,18.0,1644579242.84375,P01,D10,1,0,0
43,55.0,-23.0,18.0,1644579242.875,P01,D10,1,0,0
44,55.0,-23.0,18.0,1644579242.90625,P01,D10,1,0,0
45,55.0,-23.0,18.0,1644579242.9375,P01,D10,1,0,0
46,55.0,-23.0,18.0,1644579242.96875,P01,D10,1,0,0
47,55.0,-23.0,18.0,1644579243.0,P01,D10,1,0,0
48,55.0,-23.0,18.0,1644579243.03125,P01,D10,1,0,0
49,55.0,-23.0,18.0,1644579243.0625,P01,D10,1,0,0
50,55.0,-23.0,18.0,1644579243.09375,P01,D10,1,0,0
51,55.0,-23.0,18.0,1644579243.125,P01,D10,1,0,0
52,55.0,-23.0,18.0,1644579243.15625,P01,D10,1,0,0
53,55.0,-23.0,18.0,1644579243.1875,P01,D10,1,0,0
54,55.0,-24.0,18.0,1644579243.21875,P01,D10,1,0,0
55,55.0,-23.0,18.0,1644579243.25,P01,D10,1,0,0
56,55.0,-23.0,18.0,1644579243.28125,P01,D10,1,0,0
57,55.0,-23.0,18.0,1644579243.3125,P01,D10,1,0,0
58,55.0,-23.0,18.0,1644579243.34375,P01,D10,1,0,0
59,55.0,-23.0,18.0,1644579243.375,P01,D10,1,0,0
60,55.0,-23.0,18.0,1644579243.40625,P01,D10,1,0,0
61,55.0,-23.0,18.0,1644579243.4375,P01,D10,1,0,0
62,55.0,-23.0,18.0,1644579243.46875,P01,D10,1,0,0
63,55.0,-23.0,18.0,1644579243.5,P01,D10,1,0,0
64,55.0,-23.0,18.0,1644579243.53125,P01,D10,1,0,0
65,55.0,-23.0,18.0,1644579243.5625,P01,D10,1,0,0
66,55.0,-23.0,18.0,1644579243.59375,P01,D10,1,0,0
67,55.0,-23.0,18.0,1644579243.625,P01,D10,1,0,0
68,55.0,-23.0,18.0,1644579243.65625,P01,D10,1,0,0
69,55.0,-23.0,18.0,1644579243.6875,P01,D10,1,0,0
70,55.0,-23.0,18.0,1644579243.71875,P01,D10,1,0,0
71,55.0,-23.0,17.0,1644579243.75,P01,D10,1,0,0
72,55.0,-23.0,18.0,1644579243.78125,P01,D10,1,0,0
73,55.0,-23.0,18.0,1644579243.8125,P01,D10,1,0,0
74,55.0,-23.0,18.0,1644579243.84375,P01,D10,1,0,0
75,55.0,-23.0,18.0,1644579243.875,P01,D10,1,0,0
76,55.0,-23.0,18.0,1644579243.90625,P01,D10,1,0,0
77,55.0,-23.0,17.0,1644579243.9375,P01,D10,1,0,0
78,55.0,-23.0,18.0,1644579243.96875,P01,D10,1,0,0
79,55.0,-23.0,18.0,1644579244.0,P01,D10,1,0,0
80,55.0,-23.0,18.0,1644579244.03125,P01,D10,1,0,0
81,55.0,-23.0,18.0,1644579244.0625,P01,D10,1,0,0
82,55.0,-23.0,18.0,1644579244.09375,P01,D10,1,0,0
83,55.0,-23.0,18.0,1644579244.125,P01,D10,1,0,0
84,55.0,-23.0,18.0,1644579244.15625,P01,D10,1,0,0
85,55.0,-23.0,18.0,1644579244.1875,P01,D10,1,0,0
